SSID,BSSID,CHANNEL,RSSI,Xcoordinate,Ycoordinate
.@TRUEWIFI,00:7e:95:c9:7b:65,11,-68,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-69,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:b6:70:5f:15:05,11,-62,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:b6:70:5f:15:03,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,04:5f:b9:e5:1f:a0,11,-63,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-62,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-62,61.21301247771828,366.7442067736186
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-62,61.21301247771828,366.7442067736186
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-62,61.21301247771828,366.7442067736186
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,00:b6:70:5f:15:00,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,04:5f:b9:e4:2f:80,11,-70,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c5:1a:a5,1,-67,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c5:1a:a3,1,-67,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c5:1a:a0,1,-67,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-63,61.21301247771828,366.7442067736186
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-73,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c9:d3:20,1,-72,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-72,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c9:79:03,1,-63,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c9:79:00,1,-63,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c5:06:65,1,-71,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-72,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c5:1a:a7,1,-67,61.21301247771828,366.7442067736186
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-51,61.21301247771828,366.7442067736186
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-84,68.69964349376107,558.9010695187167
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-84,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-84,68.69964349376107,558.9010695187167
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-84,68.69964349376107,558.9010695187167
eduroam,04:5f:b9:e5:d9:ad,36,-84,68.69964349376107,558.9010695187167
AISSMARTLogin,00:b6:70:5f:15:06,36,-60,68.69964349376107,558.9010695187167
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-84,68.69964349376107,558.9010695187167
.@TrueMoveH,00:b6:70:5f:15:07,36,-60,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-60,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-60,68.69964349376107,558.9010695187167
eduroam,00:b6:70:5f:15:0d,36,-60,68.69964349376107,558.9010695187167
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-60,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-69,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-68,68.69964349376107,558.9010695187167
.@TRUEWIFI,00:b6:70:5f:15:05,11,-68,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:b6:70:5f:15:03,11,-69,68.69964349376107,558.9010695187167
@JumboPlus,00:b6:70:5f:15:00,11,-69,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-62,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-62,68.69964349376107,558.9010695187167
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-63,68.69964349376107,558.9010695187167
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-62,68.69964349376107,558.9010695187167
@JumboPlus,04:5f:b9:e5:1f:a0,11,-63,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-71,68.69964349376107,558.9010695187167
.@TRUEWIFI,00:7e:95:c9:79:05,1,-71,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:c5:06:67,1,-74,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:7e:95:c9:79:03,1,-71,68.69964349376107,558.9010695187167
@JumboPlus,00:7e:95:c9:76:a0,1,-71,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-73,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-70,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-74,68.69964349376107,558.9010695187167
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-50,68.69964349376107,558.9010695187167
@JumboPlus,00:7e:95:c9:79:00,1,-68,68.69964349376107,558.9010695187167
